file_name_id,file_name,percent_fit,is_opportunity_application_emailed,opportunity_application_email_date,is_remote_delivery,manager_notes
48,"Data_Engineer_-_Dallas,_TX_75201_-_Indeed.com_81afca2b6beac17a.html",,,,,
49,Data_Engineer_-_Remote_-_Indeed.com_0f292b92f8ca4277.html,,,,,
50,Data_Engineer_III_-_Colorado_-_Indeed.com_782fa3184228e826.html,,,,,
51,Data_Engineer_II_-_New_York_State_-_Indeed.com_051e0bdf026c3e60.html,,,,,
52,"Data_Product_Manager_-_Washington,_DC_-_Indeed.com_0bab2ad992066925.html",,,,,
53,"Data_Review_Associate_Scientist_-_Lancaster,_PA_-_Indeed.com_da33f48dbeb2e889.html",,,,,
54,Data_Science_Analyst_-_Remote_-_Indeed.com_b61dc3f2ff3492d4.html,,,,,
55,"Data_Science_Consultant_-_Herndon,_VA_20170_-_Indeed.com_73f1a68b8bdec7ca.html",,,,,
56,Data_Science_Consulting_Engagement_Manager_-_Remote_-_Indeed.com_9993304a3df214bf.html,,,,,
57,"Data_Science_Engineer_(TS_SCI_Clearance._Remote_during_COVID)_-_Washington,_DC_20230_-_Indeed.com_e056cee1a0d62e17.html",,,,,
58,"Data_Science_Engineer_-_Cincinnati,_OH_-_Indeed.com_f1678279740a4c2b.html",,,,,
59,Data_Science_Evangelist_-_United_States_-_Indeed.com_51b16288e36313e8.html,,,,,
60,Data_Science_Intern_with_python_AWS_-_Virginia_-_Indeed.com_ad0bd4b3ab1d278e.html,,,,,
61,"Data_Science_Manager,_Machine_Learning_-_Remote_-_Indeed.com_85021dfa4578f124.html",,,,,
62,"Data_Science_Manager_-_New_York,_NY_10119_-_Indeed.com_0178b390b3954a57.html",,,,,
63,"Data_Science_Manager_-_Wilmington,_DE_19808_-_Indeed.com_3ba7953f57d97a45.html",,,,,
64,"Data_Science_Marketing_Specialist_-_Madison,_WI_53705_-_Indeed.com_ea76c75716af82e7.html",,,,,
65,Data_Science_Product_Director_-_Remote_-_Indeed.com_2b2d6f212948082d.html,,,,,
66,"Data_Scientist,_AI_NLP_89fde06adebe0768.html",,,,,
67,"Data_Scientist,_Analytics-Remote_Presence_-_Bellevue,_WA_-_Indeed.com_1639254ea84748b5.html",,,,,
68,"Data_Scientist,_Analytics-Remote_Presence_58a3a4e772908c03.html",,,,,
69,"Data_Scientist,_Analytics-Remote_Presence_b0e3b3ae7e9e258f.html",,,,,
70,"Data_Scientist,_Analytics_&_Inference_-_New_York_or_Remote_99833e7b04896bc0.html",,,,,
71,"Data_Scientist,_Analytics_-_B2B_-_Remote_-_Indeed.com_6a35f87840c71c5e.html",,,,,
72,"Data_Scientist,_Commercial_-_Texas_-_Indeed.com_6e0a19936820440f.html",,,,,
73,"Data_Scientist,_LiveRamp_Safe_Haven_-_San_Francisco,_CA_-_Indeed.com_421d3e15a5bff649.html",,,,,
74,"Data_Scientist,_Marketing_Bidding_Models_1559b0785f52cd3a.html",,,,,
75,"Data_Scientist,_Marketing_Capital_Allocation_57205df26d1bd678.html",,,,,
76,"Data_Scientist,_Point_of_Sale_&_Customers_-_Remote_-_Indeed.com_09abad886b83c501.html",,,,,
77,"Data_Scientist,_Product_Analytics_27b9e5848bc08331.html",,,,,
78,"Data_Scientist,_Remote,_US,_ID#19211_-_Falls_Church,_VA_22042_-_Indeed.com_d9c6154857c2126d.html",,,,,
79,Data_Scientist-_Secret_Clearance_-_Remote_-_Indeed.com_5c9cb1f4f9e73e6f.html,,,,,
80,Data_Scientist_(Analytics)_-_New_York_State_-_Indeed.com_cbfe4b98d5d8dd69.html,,,,,
81,"Data_Scientist_(COVID-19)_-_ACESO_-_Bethesda,_MD_20817_-_Indeed.com_b8c2c8157c5dbba4.html",,,,,
82,"Data_Scientist_(Co-op)_-_Quincy,_MA_02169_-_Indeed.com_c9cf363b57be4ab3.html",,,,,
83,"Data_Scientist_(Fraud_Prevention)_-_Sam's_Club_Technology_-_Dallas,_TX_-_Indeed.com_822bc5d9a49270ea.html",,,,,
84,"Data_Scientist_(GC,_USC_or_EAD_only)_-_Remote_-_Indeed.com_c4c16fe074518cf5.html",,,,,
85,Data_Scientist_(PhD_Entry-Level)_-_Remote_-_Indeed.com_3b8f2b652d56dd70.html,,,,,
86,"Data_Scientist_(Remote)_-_Draper,_UT_-_Indeed.com_ca6dcd2772155db0.html",,,,,
87,"Data_Scientist_(Remote)_-_Portland,_ME_-_Indeed.com_137830ff2e8d27b7.html",,,,,
88,Data_Scientist_(Remote)_-_Texas_-_Indeed.com_14573f60c2094076.html,,,,,
89,Data_Scientist_(Remote)_0df6f35f1e120671.html,,,,,
90,Data_Scientist_(Remote)_Data_Scientist_(Remote)_f0186e5ce3a024f7.html.html,,,,,
91,"Data_Scientist_(Remote_Eligible)_-_Richfield,_MN_55423_-_Indeed.com_027d7cca25a5d14f.html",,,,,
92,"Data_Scientist_(Remote_Work_Option)_-_Topeka,_KS_66618_-_Indeed.com_8ffd82d10d56fd60.html",,,,,
93,Data_Scientist_(Services)_63b23e3bd4672ef3.html,,,,,
94,"Data_Scientist_(Virtual_Opportunity)_-_Denver,_CO_-_Indeed.com_d17e4b0f1c894d3d.html",,,,,
95,Data_Scientist_(remote)_-_Remote_-_Indeed.com_00c7b964396bad1f.html,,,,,
96,"Data_Scientist_-_Alexandria,_VA_-_Indeed.com_06b99afa8f63ebda.html",,,,,
97,"Data_Scientist_-_Alexandria,_VA_-_Indeed.com_7e06c904d65d4d15.html",,,,,
98,"Data_Scientist_-_All_Levels_-_Collierville,_TN_-_Indeed.com_2ae04b97d8829e58.html",,,,,
99,"Data_Scientist_-_Analytics_(Up_to_$125k_+_100%_Remote_Option)_-_San_Francisco,_CA_-_Indeed.com_547ddf8bc07ce2c9.html",,,,,
100,"Data_Scientist_-_Arlington,_VA_22201_-_Indeed.com_8765a4045377753a.html",,,,,
101,"Data_Scientist_-_Augusta,_WV_26704_-_Indeed.com_37e886222e0cbb3a.html",,,,,
102,"Data_Scientist_-_B1_-_Reston,_VA_20170_-_Indeed.com_2e2f013ae900ea5a.html",,,,,
103,"Data_Scientist_-_Boston,_MA_-_Indeed.com_64eee9c93d9ef045.html",,,,,
104,"Data_Scientist_-_Boyers,_PA_16020_-_Indeed.com_75f6c7dda2a28dc2.html",,,,,
105,"Data_Scientist_-_Brooklyn,_NY_-_Indeed.com_9d58e8dd6beb709f.html",,,,,
106,Data_Scientist_-_California_-_Indeed.com_8b07fcf2429eed01.html,,,,,
107,Data_Scientist_-_California_-_Indeed.com_ba0b4ef452449c10.html,,,,,
108,"Data_Scientist_-_Charlottesville,_VA_22911_-_Indeed.com_38d0121b18b25ad5.html",,,,,
109,"Data_Scientist_-_Chicago,_IL_60614_-_Indeed.com_09b1715d582ae8f8.html",,,,,
110,Data_Scientist_-_Clinical_&_Population_Health_(Work_from_home)_c89373275f5d8afa.html,,,,,
111,"Data_Scientist_-_Clinical_Analytics_-_Bloomfield,_CT_-_Indeed.com_afbf8c270610a38a.html",,,,,
112,"Data_Scientist_-_Columbia_-_Columbia,_MD_21046_-_Indeed.com_1f183c3325aefe2b.html",,,,,
113,"Data_Scientist_-_Conshohocken,_PA_19429_-_Indeed.com_f4ab9e6f23b8cd4a.html",,,,,
114,"Data_Scientist_-_Denver,_CO_-_Indeed.com_3781128e175fad79.html",,,,,
115,"Data_Scientist_-_Des_Moines,_IA_-_Indeed.com_591be181c58fd89d.html",,,,,
116,"Data_Scientist_-_Egg_Harbor_Township,_NJ_08234_-_Indeed.com_4bb8bc60bbeb4d64.html",,,,,
117,Data_Scientist_-_Enterprise_Technology_and_Innovation_(Remote)_f0d14b0f527d58a3.html,,,,,
118,Data_Scientist_-_Entry_Level_Data_Scientist_-_Entry_Level_3dde0133818987f0.html.html,,,,,
119,Data_Scientist_-_Florida_-_Indeed.com_5c11854828d83cbf.html,,,,,
120,Data_Scientist_-_Illinois_-_Indeed.com_2e5a195d27f5250c.html,,,,,
121,Data_Scientist_-_Inference_and_Analytics_2dd294b8216b8752.html,,,,,
122,"Data_Scientist_-_Johnston,_IA_50131_-_Indeed.com_4e619dc84a0e45f3.html",,,,,
123,"Data_Scientist_-_Los_Angeles,_CA_90025_-_Indeed.com_ae3523a56c5cb332.html",,,,,
124,"Data_Scientist_-_Marketing_Advertising_Optimization_-_Washington,_DC_-_Indeed.com_520d66e09adbdba5.html",,,,,
125,Data_Scientist_-_Maryland_-_Indeed.com_6b7e2e4e1df0b73c.html,,,,,
126,"Data_Scientist_-_Mason,_OH_45040_-_Indeed.com_85aed133115ad1da.html",,,,,
127,Data_Scientist_-_Massachusetts_-_Indeed.com_f51397a6478147a9.html,,,,,
128,Data_Scientist_-_Medicare_Advantage_Generalist_-_Remote_-_Indeed.com_e5719b46cb3432f4.html,,,,,
129,"Data_Scientist_-_Menlo_Park,_CA_-_Indeed.com_aafc62f33ceb431f.html",,,,,
130,Data_Scientist_-_Model_Risk_Management_79d6857e9481b78a.html,,,,,
131,Data_Scientist_-_Nationwide_Opportunities_-_Remote_-_Indeed.com_fe2d21eef233e94a.html,,,,,
132,"Data_Scientist_-_New_York,_NY_-_Indeed.com_1577085fc2290983.html",,,,,
133,"Data_Scientist_-_New_York,_NY_-_Indeed.com_656e645f6fb74979.html",,,,,
134,"Data_Scientist_-_New_York,_NY_-_Indeed.com_c85d08a88c59e378.html",,,,,
135,"Data_Scientist_-_New_York,_NY_10016_-_Indeed.com_945e6b454157cd18.html",,,,,
136,Data_Scientist_-_New_York_State_-_Indeed.com_7c3da355b67ba366.html,,,,,
137,Data_Scientist_-_New_York_State_-_Indeed.com_9dbf661f5293a80e.html,,,,,
138,Data_Scientist_-_New_York_State_-_Indeed.com_ba70b621d4301067.html,,,,,
139,"Data_Scientist_-_Norfolk,_VA_-_Indeed.com_375e9085c1e98a84.html",,,,,
140,Data_Scientist_-_Oregon_-_Indeed.com_7d2bf2fea0e7b1f2.html,,,,,
141,"Data_Scientist_-_Pittsburgh,_PA_-_Indeed.com_78995fa2c9326392.html",,,,,
142,"Data_Scientist_-_Pittsburgh,_PA_15206_-_Indeed.com_6026f2a40e74c586.html",,,,,
143,"Data_Scientist_-_Plano,_TX_-_Indeed.com_4c8feeee8e552116.html",,,,,
144,"Data_Scientist_-_Princeton,_NJ_08540_-_Indeed.com_dab7e4d1e5412971.html",,,,,
145,"Data_Scientist_-_Python_-_Remote_-_Charlotte,_NC_-_Indeed.com_c8fb6badbb0ec599.html",,,,,
146,Data_Scientist_-_Remote_-_Indeed.com_0f9b540b37a1726e.html,,,,,
147,Data_Scientist_-_Remote_-_Indeed.com_11802080879afc60.html,,,,,
148,Data_Scientist_-_Remote_-_Indeed.com_210bcab0885b7dd3.html,,,,,
149,Data_Scientist_-_Remote_-_Indeed.com_42f139d35fc5ecb9.html,,,,,
150,Data_Scientist_-_Remote_-_Indeed.com_66d394411dd2efad.html,,,,,
151,Data_Scientist_-_Remote_-_Indeed.com_825d153aec833ca2.html,,,,,
152,Data_Scientist_-_Remote_-_Indeed.com_87dec812e99a0222.html,,,,,
153,Data_Scientist_-_Remote_-_Indeed.com_a16f15618775fd03.html,,,,,
154,Data_Scientist_-_Remote_-_Indeed.com_d0e95560aa8c383f.html,,,,,
155,Data_Scientist_-_Remote_-_Indeed.com_d862d0b396a64c3b.html,,,,,
156,Data_Scientist_-_Remote_-_Indeed.com_f0f46c2a6033d6f9.html,,,,,
157,Data_Scientist_-_Remote_-_Indeed.com_fe2d21eef233e94a.html,,,,,
158,Data_Scientist_-_Remote_-_Remote_-_Indeed.com_519cd80cc4a237e4.html,,,,,
159,Data_Scientist_-_Remote_177ce0c86a9fdc91.html,,,,,
160,Data_Scientist_-_Remote_6260d1ab4cfad36c.html,,,,,
161,"Data_Scientist_-_San_Francisco,_CA_94104_-_Indeed.com_0555014e7bce64c3.html",,,,,
162,"Data_Scientist_-_San_Francisco_Bay_Area,_CA_-_Indeed.com_3a7ad5d4b8526b01.html",,,,,
163,"Data_Scientist_-_Seattle,_WA_-_Indeed.com_35d653c09c2712b6.html",,,,,
164,"Data_Scientist_-_Shelton,_CT_06477_-_Indeed.com_570c945d39339fb0.html",,,,,
165,Data_Scientist_-_Statistical_Modeling_Data_Scientist_-_Statistical_Modeling_93ac6a890045fed2.html.html,,,,,
166,Data_Scientist_-_Tennessee_-_Indeed.com_11caadcdc98800d4.html,,,,,
167,Data_Scientist_-_Tennessee_-_Indeed.com_23d6871fe7ee97ab.html,,,,,
168,Data_Scientist_-_Texas_-_Indeed.com_7f3af35993e7f09f.html,,,,,
169,"Data_Scientist_-_Torrance,_CA_90502_-_Indeed.com_04d8111a1968ef28.html",,,,,
170,Data_Scientist_-_United_States_-_Indeed.com_1926fbf6be4f62ee.html,,,,,
171,Data_Scientist_-_United_States_-_Indeed.com_2395dfa3326e983c.html,,,,,
172,Data_Scientist_-_United_States_-_Indeed.com_75a3a5a15b202084.html,,,,,
173,"Data_Scientist_-_Washington,_DC_-_Indeed.com_a9bcf9da7de2f94a.html",,,,,
174,"Data_Scientist_-_Washington,_DC_-_Indeed.com_ed2347c09522ed5a.html",,,,,
175,Data_Scientist_00ba1a22ba67ffd2.html,,,,,
176,Data_Scientist_2c882a7cc4be1655.html,,,,,
177,Data_Scientist_690af6480b6c96e4.html,,,,,
178,"Data_Scientist_7_(NLP,_AML,_DL)_-_telecommute_-_Minneapolis,_MN_-_Indeed.com_ae5bfc395c530fbc.html",,,,,
179,Data_Scientist_9482214eac2fda3c.html,,,,,
180,"Data_Scientist_Advanced_Analytics_-_Chicago,_IL_-_Indeed.com_be673821c44914d0.html",,,,,
181,"Data_Scientist_Applied_Mathematician_R-30_-_Edwards_AFB,_CA_-_Indeed.com_ad86a2498e119b8d.html",,,,,
182,"Data_Scientist_Architect_(Austin,_TX)_(Remote_Eligible)_-_Texas_-_Indeed.com_4049a78a6232aa5c.html",,,,,
183,"Data_Scientist_Consultant_(remote)_-_Boston,_MA_02108_-_Indeed.com_c40fae22b6a11e7d.html",,,,,
184,"Data_Scientist_Consultant_(remote)_-_Minneapolis,_MN_-_Indeed.com_c40fae22b6a11e7d.html",,,,,
185,Data_Scientist_Data_Scientist_1260f89ca0cbf7d8.html.html,,,,,
186,Data_Scientist_Data_Scientist_534b6d43c551959c.html.html,,,,,
187,Data_Scientist_Data_Scientist_c15b6933d9326ed4.html.html,,,,,
188,Data_Scientist_Data_Scientist_d4eeddc53801a0ce.html.html,,,,,
189,Data_Scientist_Data_Scientist_ecea286461fee2bc.html.html,,,,,
190,Data_Scientist_Data_Scientist_f2cac3400f29b129.html.html,,,,,
191,"Data_Scientist_II,_Economic_Data_-_Remote_Position_Data_Scientist_II,_Economic_Data_-_Remote_Position_a3569c3f5c6cffdc.html.html",,,,,
192,"Data_Scientist_III,_Business_Analytics_-_California_-_Indeed.com_88f5d9a70576ec2a.html",,,,,
193,Data_Scientist_I_-_Generalist_4db73ec6324709a1.html,,,,,
194,Data_Scientist_Intern_-_Massachusetts_-_Indeed.com_58fef0e5bbfde084.html,,,,,
195,Data_Scientist_Job_-_Remote_-_Indeed.com_bb3ccd53c0e530f1.html,,,,,
196,"Data_Scientist_Machine_Learning_Engineer_(Remote_-_WFH)_-_Redwood_City,_CA_94065_-_Indeed.com_49edf7ec660670a1.html",,,,,
197,Data_Scientist_Master_-_Remote_-_United_States_-_Indeed.com_e9c03ea5ebfe14ae.html,,,,,
198,Data_Scientist_Product_Analyst_-_California_-_Indeed.com_a2db557e51b543c4.html,,,,,
199,"Data_Scientist_Senior_Healthcare_Economics_Consultant_-_Clinical_Data_-_Telecommute_-_Cypress,_CA_90630_-_Indeed.com_d3d3520998346837.html",,,,,
200,Data_Scientist_USA_-_Marketing_Advertising_Optimization_-_Remote_-_Indeed.com_b908701c73f5428d.html,,,,,
201,Data_Scientist_ad868bc553e6bde5.html,,,,,
202,Data_Scientist_b9ad612f3139dfe3.html,,,,,
203,Data_Scientist_ca16b63c03e40c57.html,,,,,
204,"Data_Warehouse_and_Artificial_Intelligence_Engineer_-_Houston,_TX_77064_-_Indeed.com_2c4b4bbb6840a346.html",,,,,
205,"Data_and_Machine_Learning_Analyst_-_Denver,_CO_80222_-_Indeed.com_ee1f9440f276fc98.html",,,,,
206,"Decision_Science_Analyst_-_Broomfield_Colorado,_or_Work_from_Home._-_Broomfield,_CO_80021_-_Indeed.com_fa05afb3210273ab.html",,,,,
207,"Decision_Science_Analyst_I_-_Auto_Planning_and_Forecasting_(100%_Remote_Available)_-_Tampa,_FL_33619_-_Indeed.com_3a1edc2d763c4288.html",,,,,
208,"Deep_Learning_Algorithm_Scientist_-_Vida,_OR_-_Indeed.com_d6295e000df18db1.html",,,,,
209,Deep_Learning_Analytics_-_Advanced_Data_Scientist_Software_Engineer_-_Remote_-_Indeed.com_382dee2cfe0ba124.html,,,,,
210,Deep_Learning_Analytics_-_Data_Scientist_Software_Engineer_-_Remote_-_Indeed.com_382dee2cfe0ba124.html,,,,,
211,"Deep_learning_NLP_engineer_(remote)_-_San_Francisco,_CA_-_Indeed.com_f7cbfaf9ddc3fe8a.html",,,,,
212,"Director,_Data_Engineering_-_California_-_Indeed.com_288a529565129b93.html",,,,,
213,"Director_Level_-_Technical_Team_Lead_(R_programming)_for_Data_Science_(open_to_remote_workers)_-_New_York,_NY_10003_-_Indeed.com_3e34ac4ae73849ba.html",,,,,
214,Director_of_Analytics_and_Data_Science_-_Remote_-_Indeed.com_3f038bce81a3feb9.html,,,,,
215,Director_of_Data_Science_&_Analytics_-_Remote_-_Indeed.com_6374759aed463ee1.html,,,,,
216,Director_of_Data_Science_-_New_York_State_-_Indeed.com_b102625070cdb638.html,,,,,
217,Director_of_Data_Science_-_Washington_State_-_Indeed.com_4bdb48685f79c210.html,,,,,
218,"Director_of_Product_Management,_Artificial_Intelligence_(AI)_-_Boston,_MA_-_Indeed.com_1b9cc153aeba1024.html",,,,,
219,"EDW_Data_Engineer_(Enterprise_Data_&_Digital_Health)_-_Somerville,_MA_02145_-_Indeed.com_d21c98bda2722f98.html",,,,,
220,"Early_career_data_scientist_analyst_statistical_geneticist_-_Glen_Echo,_MD_-_Indeed.com_0ce02a3e84d031c6.html",,,,,
221,Elevation-Derived_Hydro_Data_Scientist_-_United_States_-_Indeed.com_5e3c8169ba2544a2.html,,,,,
222,"Engagement_Manager,_Decision_Science_-_California_-_Indeed.com_adad512f93b8b92e.html",,,,,
223,"Enterprise_Solution_Architect_-_Data_Engineering_Machine_Learning_AI_-_Raleigh,_NC_-_Indeed.com_c9735f4fce3dfc57.html",,,,,
224,"Exciting_Innovative_Video_Ecommerce_Startup_(remote_available)_Data_Scientist_w_ACR_Experience_$120-150K_-_Conshohocken,_PA_19428_-_Indeed.com_6466765b99b8cd6c.html",,,,,
225,Forward_Deployed_Data_Scientist_-_Remote_-_Indeed.com_89f15f8fbcb9d345.html,,,,,
226,"Genomic_Data_Scientist_-_Frederick,_MD_21703_-_Indeed.com_e50c6d9a8160b43e.html",,,,,
227,"Head,_Data_Science_-_Remote_-_Indeed.com_272392c6f610e81e.html",,,,,
228,Head_of_Data_Science_and_Analytics_-_California_-_Indeed.com_a3387de3a47fc0b2.html,,,,,
229,"Health_Science_Officer_-_Oncology_Data_Program_Manager_-_Seattle,_WA_-_Indeed.com_eb24c57e72a85c13.html",,,,,
230,Healthcare_Data_Scientist_-_Remote_-_Indeed.com_4b6e561ca18082f6.html,,,,,
231,Information_and_Data_Architect_-_Virginia_-_Indeed.com_4c44bc932b7f7add.html,,,,,
232,"Interdisciplinary_Computer_Scientist_Computer_Engineer_(Data_Scientist)_-_Herndon,_VA_-_Indeed.com_ca509b164585637a.html",,,,,
233,"Internship_-_Statistical_Programming_Intern_(Summer_Session,_Washington,_D.C.)_-_Washington,_DC_-_Indeed.com_d7c744248a9e6859.html",,,,,
234,"Jr._Machine_Learning_Engineer_-_Columbia,_MD_21046_-_Indeed.com_9e41ace543ea93fc.html",,,,,
235,"Jr_Data_Science_Developer_-_North_Charleston,_SC_29406_-_Indeed.com_c8b6d4e0c1929028.html",,,,,
236,"Junior_Data_Scientist_-_San_Francisco,_CA_-_Indeed.com_06206ab329e0eb22.html",,,,,
237,"Junior_Data_Scientist_Data_Science_Development_Program_-_Amherst,_MA_01002_-_Indeed.com_430cffbf1c607717.html",,,,,
238,"Junior_Survey_Statistician_-_Rockville,_MD_20850_-_Indeed.com_cc35f9c14f8799a9.html",,,,,
239,"Lead_Data_Scientist_-_Analytics_-_San_Francisco,_CA_-_Indeed.com_2166988d55803caf.html",,,,,
240,"Lead_Data_Scientist_-_New_York,_NY_10001_-_Indeed.com_df4d25d87e00f676.html",,,,,
241,Lead_Data_Scientist_-_Remote_-_Indeed.com_327bd950d6d9d5cf.html,,,,,
242,"Lead_Data_Scientist_-_Remote_Virtual_in_US_-_Louisville,_KY_-_Indeed.com_5f1f0e6dcc6cbc83.html",,,,,
243,"Lead_Data_Scientist_-_San_Francisco,_CA_-_Indeed.com_2166988d55803caf.html",,,,,
244,Lead_Data_Scientist_195002e819128c62.html,,,,,
245,"Lead_Data_Scientist_Engineer_-_Aliso_Viejo,_CA_92656_-_Indeed.com_3bb22ff77b280014.html",,,,,
246,Lead_Data_Scientist_Machine_Learning_-_Remote_-_Indeed.com_5c0740ed94646b0c.html,,,,,
247,"Lead_Machine_Learning_Engineer,_FDA_-_Remote_-_Indeed.com_be07135e4f990f21.html",,,,,
248,Lead_Machine_Learning_Engineer_-_Remote_-_Indeed.com_6ce7e0d9f67a9961.html,,,,,
249,"Lead_Researcher,_Machine_Learning_-_Remote_-_Washington,_DC_20005_-_Indeed.com_ea25315ee9da22e5.html",,,,,
250,Machine_Learning_Data_Scientist_Machine_Learning_Data_Scientist_d4763f186ccb1145.html.html,,,,,
251,"Machine_Learning_Developer_-_Python_-_D3607_-_Philadelphia,_PA_19106_-_Indeed.com_bccc5c69672b82b8.html",,,,,
252,"Machine_Learning_Engineer_(Irving,_TX_or_Remote)_-_Irving,_TX_-_Indeed.com_3a71a4d2f7990a25.html",,,,,
253,Machine_Learning_Engineer_-_California_-_Indeed.com_2345e2002bd590b5.html,,,,,
254,Machine_Learning_Engineer_-_California_-_Indeed.com_7136762d065a5ad7.html,,,,,
